"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 02 11:24:19 GMT 2023","Tue May 02 11:24:19 GMT 2023","603","","behave","","","","read light state",""
"passed","Tue May 02 11:23:59 GMT 2023","Tue May 02 11:23:59 GMT 2023","386","","behave","","","","toggle off switch",""
"passed","Tue May 02 11:23:54 GMT 2023","Tue May 02 11:23:54 GMT 2023","0","unittests","test_haclient","TestAdditionalFunctions","","","test_normalize_string","Test string normalizing function
        Test cases contain in/out duos which should be equal"
"passed","Tue May 02 11:23:54 GMT 2023","Tue May 02 11:23:54 GMT 2023","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Tue May 02 11:24:19 GMT 2023","Tue May 02 11:24:20 GMT 2023","1015","","behave","","","","tracker",""
"passed","Tue May 02 11:24:00 GMT 2023","Tue May 02 11:24:08 GMT 2023","8273","","behave","","","","turn off switch",""
"passed","Tue May 02 11:24:10 GMT 2023","Tue May 02 11:24:10 GMT 2023","343","","behave","","","","decrease light brightness",""
"passed","Tue May 02 11:23:57 GMT 2023","Tue May 02 11:23:58 GMT 2023","1060","","behave","","","","default sensor",""
"passed","Tue May 02 11:24:20 GMT 2023","Tue May 02 11:24:31 GMT 2023","10303","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Tue May 02 11:24:18 GMT 2023","Tue May 02 11:24:19 GMT 2023","754","","behave","","","","triger script",""
"passed","Tue May 02 11:23:58 GMT 2023","Tue May 02 11:23:58 GMT 2023","335","","behave","","","","climate sensor",""
"passed","Tue May 02 11:23:59 GMT 2023","Tue May 02 11:24:00 GMT 2023","1024","","behave","","","","toggle on switch",""
"passed","Tue May 02 11:25:02 GMT 2023","Tue May 02 11:25:13 GMT 2023","10302","","behave","","","","show image of missing entity",""
"passed","Tue May 02 11:24:09 GMT 2023","Tue May 02 11:24:09 GMT 2023","342","","behave","","","","set light brightness",""
"passed","Tue May 02 11:24:31 GMT 2023","Tue May 02 11:24:41 GMT 2023","10303","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Tue May 02 11:24:16 GMT 2023","Tue May 02 11:24:18 GMT 2023","1949","","behave","","","","triger automation",""
"passed","Tue May 02 11:24:10 GMT 2023","Tue May 02 11:24:16 GMT 2023","5631","","behave","","","","turn off light",""
"passed","Tue May 02 11:24:51 GMT 2023","Tue May 02 11:25:02 GMT 2023","10302","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Tue May 02 11:24:09 GMT 2023","Tue May 02 11:24:10 GMT 2023","684","","behave","","","","increase light brightness",""
"passed","Tue May 02 11:23:54 GMT 2023","Tue May 02 11:23:54 GMT 2023","1","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue May 02 11:25:13 GMT 2023","Tue May 02 11:25:13 GMT 2023","373","","behave","","","","show image",""
"passed","Tue May 02 11:24:08 GMT 2023","Tue May 02 11:24:09 GMT 2023","708","","behave","","","","turn on light",""
"passed","Tue May 02 11:25:02 GMT 2023","Tue May 02 11:25:02 GMT 2023","331","","behave","","","","add item",""
"passed","Tue May 02 11:24:41 GMT 2023","Tue May 02 11:24:51 GMT 2023","10303","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Tue May 02 11:25:02 GMT 2023","Tue May 02 11:25:02 GMT 2023","348","","behave","","","","set climate temperature",""
"passed","Tue May 02 11:23:58 GMT 2023","Tue May 02 11:23:59 GMT 2023","374","","behave","","","","turn on switch",""
